pollutant,revoked_naaqs,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1992,pw_1993,pw_1994,pw_1995,pw_1996,pw_1997,pw_1998,pw_1999,pw_2000,pw_2001,pw_2002,pw_2003,pw_2004,pw_2005,pw_2006,pw_2007,pw_2008,pw_2009,pw_2010,pw_2011,pw_2012,pw_2013,pw_2014,pw_2015,pw_2016,pw_2017,pw_2018,pw_2019,pw_2020,pw_2021,exportdt
8-Hour Ozone (2015),,CALIFORNIA,CA,06,055,Napa Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,055,Napa Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,055,Napa Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,057,Nevada Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,057,Nevada Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,057,Nevada Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,059,Orange Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,059,Orange Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,059,Orange Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,059,Orange Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,059,Orange Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,2/28/21
Nitrogen Dioxide (1971),,CALIFORNIA,CA,06,059,Orange Co,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,CALIFORNIA,CA,06,059,Orange Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,2/28/21
PM-2.5 (1997),,CALIFORNIA,CA,06,059,Orange Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,059,Orange Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (2012),,CALIFORNIA,CA,06,059,Orange Co,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,061,Placer Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,061,Placer Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,061,Placer Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,061,Placer Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,061,Placer Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,061,Placer Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
PM-2.5 (2012),,CALIFORNIA,CA,06,063,Plumas Co,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,065,Riverside Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,065,Riverside Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,065,Riverside Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,065,Riverside Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,065,Riverside Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,2/28/21
Nitrogen Dioxide (1971),,CALIFORNIA,CA,06,065,Riverside Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,CALIFORNIA,CA,06,065,Riverside Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
PM-2.5 (1997),,CALIFORNIA,CA,06,065,Riverside Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,065,Riverside Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
PM-2.5 (2012),,CALIFORNIA,CA,06,065,Riverside Co,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,067,Sacramento Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,067,Sacramento Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,067,Sacramento Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,067,Sacramento Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,067,Sacramento Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,CALIFORNIA,CA,06,067,Sacramento Co,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,067,Sacramento Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,069,San Benito Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,071,San Bernardino Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,071,San Bernardino Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,071,San Bernardino Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,071,San Bernardino Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,071,San Bernardino Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,2/28/21
Nitrogen Dioxide (1971),,CALIFORNIA,CA,06,071,San Bernardino Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,CALIFORNIA,CA,06,071,San Bernardino Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
PM-2.5 (1997),,CALIFORNIA,CA,06,071,San Bernardino Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,071,San Bernardino Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
PM-2.5 (2012),,CALIFORNIA,CA,06,071,San Bernardino Co,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,073,San Diego Co,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,073,San Diego Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,073,San Diego Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,073,San Diego Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,073,San Diego Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,075,San Francisco Co,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,075,San Francisco Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,075,San Francisco Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,075,San Francisco Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,075,San Francisco Co,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,075,San Francisco Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,077,San Joaquin Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,077,San Joaquin Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,077,San Joaquin Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,077,San Joaquin Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,077,San Joaquin Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,CALIFORNIA,CA,06,077,San Joaquin Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,CALIFORNIA,CA,06,077,San Joaquin Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,077,San Joaquin Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (2012),,CALIFORNIA,CA,06,077,San Joaquin Co,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,079,San Luis Obispo Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,079,San Luis Obispo Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,081,San Mateo Co,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,081,San Mateo Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,081,San Mateo Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,081,San Mateo Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,081,San Mateo Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,081,San Mateo Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,083,Santa Barbara Co,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,085,Santa Clara Co,,,,,,,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,085,Santa Clara Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,085,Santa Clara Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,085,Santa Clara Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,085,Santa Clara Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,085,Santa Clara Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,087,Santa Cruz Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,095,Solano Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,095,Solano Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,095,Solano Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,095,Solano Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,095,Solano Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,095,Solano Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,097,Sonoma Co,,,,,,,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,097,Sonoma Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,097,Sonoma Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,097,Sonoma Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,097,Sonoma Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,097,Sonoma Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,099,Stanislaus Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,099,Stanislaus Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,099,Stanislaus Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,099,Stanislaus Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,099,Stanislaus Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,CALIFORNIA,CA,06,099,Stanislaus Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,CALIFORNIA,CA,06,099,Stanislaus Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,099,Stanislaus Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (2012),,CALIFORNIA,CA,06,099,Stanislaus Co,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,101,Sutter Co,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,101,Sutter Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,101,Sutter Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,101,Sutter Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,101,Sutter Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,103,Tehama Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,103,Tehama Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,107,Tulare Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,107,Tulare Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,107,Tulare Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,107,Tulare Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-10 (1987),,CALIFORNIA,CA,06,107,Tulare Co,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,CALIFORNIA,CA,06,107,Tulare Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,107,Tulare Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (2012),,CALIFORNIA,CA,06,107,Tulare Co,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,109,Tuolumne Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,109,Tuolumne Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,111,Ventura Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,111,Ventura Co,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,111,Ventura Co,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,111,Ventura Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,113,Yolo Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,CALIFORNIA,CA,06,113,Yolo Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,CALIFORNIA,CA,06,113,Yolo Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,CALIFORNIA,CA,06,113,Yolo Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,CALIFORNIA,CA,06,113,Yolo Co,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,113,Yolo Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,CALIFORNIA,CA,06,115,Yuba Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (2006),,CALIFORNIA,CA,06,115,Yuba Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,COLORADO,CO,08,001,Adams Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,COLORADO,CO,08,001,Adams Co,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,COLORADO,CO,08,001,Adams Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,COLORADO,CO,08,001,Adams Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,COLORADO,CO,08,001,Adams Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,COLORADO,CO,08,001,Adams Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,COLORADO,CO,08,005,Arapahoe Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,COLORADO,CO,08,005,Arapahoe Co,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,COLORADO,CO,08,005,Arapahoe Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,COLORADO,CO,08,005,Arapahoe Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,COLORADO,CO,08,005,Arapahoe Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,COLORADO,CO,08,005,Arapahoe Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,COLORADO,CO,08,007,Archuleta Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,COLORADO,CO,08,013,Boulder Co,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,COLORADO,CO,08,013,Boulder Co,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,COLORADO,CO,08,013,Boulder Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,COLORADO,CO,08,013,Boulder Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,COLORADO,CO,08,013,Boulder Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,COLORADO,CO,08,013,Boulder Co,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,COLORADO,CO,08,014,Broomfield Co,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,COLORADO,CO,08,014,Broomfield Co,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,COLORADO,CO,08,014,Broomfield Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,COLORADO,CO,08,014,Broomfield Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,COLORADO,CO,08,014,Broomfield Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-10 (1987),,COLORADO,CO,08,014,Broomfield Co,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,COLORADO,CO,08,031,Denver Co,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,COLORADO,CO,08,031,Denver Co,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
