pollutant,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1978,pw_1979,pw_1980,pw_1981,pw_1982,pw_1983,pw_1984,pw_1985,pw_1986,pw_1987,pw_1988,pw_1989,pw_1990
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,183,Wake Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,003,Allen Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,007,Ashtabula Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,013,Belmont Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,017,Butler Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,023,Clark Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,025,Clermont Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,027,Clinton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,029,Columbiana Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,035,Cuyahoga Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,041,Delaware Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,045,Fairfield Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,049,Franklin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,055,Geauga Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,057,Greene Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,061,Hamilton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,081,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,083,Knox Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,085,Lake Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,089,Licking Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,093,Lorain Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,095,Lucas Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,097,Madison Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,099,Mahoning Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,103,Medina Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,109,Miami Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,113,Montgomery Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,133,Portage Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,151,Stark Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,153,Summit Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,155,Trumbull Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,165,Warren Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,167,Washington Co,,,,,,,,,,,,,
8-Hr Ozone (1997),OHIO,OH,39,173,Wood Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,001,Adams Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,003,Allegheny Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,005,Armstrong Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,007,Beaver Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,011,Berks Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,013,Blair Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,017,Bucks Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,019,Butler Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,021,Cambria Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,025,Carbon Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,027,Centre Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,029,Chester Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,033,Clearfield Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,041,Cumberland Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,043,Dauphin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,045,Delaware Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,049,Erie Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,051,Fayette Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,055,Franklin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,059,Greene Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,063,Indiana Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,069,Lackawanna Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,071,Lancaster Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,075,Lebanon Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,077,Lehigh Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,079,Luzerne Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,085,Mercer Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,089,Monroe Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,091,Montgomery Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,095,Northampton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,099,Perry Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,101,Philadelphia Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,117,Tioga Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,125,Washington Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,129,Westmoreland Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,131,Wyoming Co,,,,,,,,,,,,,
8-Hr Ozone (1997),PENNSYLVANIA,PA,42,133,York Co,,,,,,,,,,,,,
8-Hr Ozone (1997),RHODE ISLAND,RI,44,001,Bristol Co,,,,,,,,,,,,,
8-Hr Ozone (1997),RHODE ISLAND,RI,44,003,Kent Co,,,,,,,,,,,,,
8-Hr Ozone (1997),RHODE ISLAND,RI,44,005,Newport Co,,,,,,,,,,,,,
8-Hr Ozone (1997),RHODE ISLAND,RI,44,007,Providence Co,,,,,,,,,,,,,
8-Hr Ozone (1997),RHODE ISLAND,RI,44,009,Washington Co,,,,,,,,,,,,,
8-Hr Ozone (1997),SOUTH CAROLINA,SC,45,007,Anderson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),SOUTH CAROLINA,SC,45,045,Greenville Co,,,,,,,,,,,,,
8-Hr Ozone (1997),SOUTH CAROLINA,SC,45,063,Lexington Co,,,,,,,,,,,,,
8-Hr Ozone (1997),SOUTH CAROLINA,SC,45,079,Richland Co,,,,,,,,,,,,,
8-Hr Ozone (1997),SOUTH CAROLINA,SC,45,083,Spartanburg Co,,,,,,,,,,,,,
8-Hr Ozone (1997),SOUTH CAROLINA,SC,45,091,York Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,001,Anderson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,009,Blount Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,029,Cocke Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,037,Davidson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,065,Hamilton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,073,Hawkins Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,089,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,093,Knox Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,105,Loudon Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,121,Meigs Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,125,Montgomery Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,149,Rutherford Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,155,Sevier Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,157,Shelby Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,163,Sullivan Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,165,Sumner Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,187,Williamson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TENNESSEE,TN,47,189,Wilson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,029,Bexar Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,039,Brazoria Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,071,Chambers Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,085,Collin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,091,Comal Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,113,Dallas Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,121,Denton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,139,Ellis Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,157,Fort Bend Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,167,Galveston Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,187,Guadalupe Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,199,Hardin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,201,Harris Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,245,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,251,Johnson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,257,Kaufman Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,291,Liberty Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,339,Montgomery Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,361,Orange Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,367,Parker Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,397,Rockwall Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,439,Tarrant Co,,,,,,,,,,,,,
8-Hr Ozone (1997),TEXAS,TX,48,473,Waller Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,013,Arlington Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,023,Botetourt Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,036,Charles City Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,041,Chesterfield Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,059,Fairfax Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,069,Frederick Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,073,Gloucester Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,085,Hanover Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,087,Henrico Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,093,Isle Of Wight Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,095,James City Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,107,Loudoun Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,113,Madison Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,139,Page Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,149,Prince George Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,153,Prince William Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,161,Roanoke Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,177,Spotsylvania Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,179,Stafford Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,199,York Co,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,510,Alexandria,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,550,Chesapeake,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,570,Colonial Heights,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,600,Fairfax,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,610,Falls Church,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,630,Fredericksburg,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,650,Hampton,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,670,Hopewell,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,683,Manassas,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,685,Manassas Park,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,700,Newport News,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,710,Norfolk,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,730,Petersburg,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,735,Poquoson,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,740,Portsmouth,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,760,Richmond,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,770,Roanoke,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,775,Salem,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,800,Suffolk,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,810,Virginia Beach,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,830,Williamsburg,,,,,,,,,,,,,
8-Hr Ozone (1997),VIRGINIA,VA,51,840,Winchester,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,003,Berkeley Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,009,Brooke Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,011,Cabell Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,029,Hancock Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,037,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,039,Kanawha Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,051,Marshall Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,069,Ohio Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,079,Putnam Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,099,Wayne Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WEST VIRGINIA,WV,54,107,Wood Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WISCONSIN,WI,55,029,Door Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WISCONSIN,WI,55,059,Kenosha Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WISCONSIN,WI,55,061,Kewaunee Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WISCONSIN,WI,55,071,Manitowoc Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WISCONSIN,WI,55,079,Milwaukee Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WISCONSIN,WI,55,089,Ozaukee Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WISCONSIN,WI,55,101,Racine Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WISCONSIN,WI,55,117,Sheboygan Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WISCONSIN,WI,55,131,Washington Co,,,,,,,,,,,,,
8-Hr Ozone (1997),WISCONSIN,WI,55,133,Waukesha Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ARIZONA,AZ,04,013,Maricopa Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ARIZONA,AZ,04,021,Pinal Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ARKANSAS,AR,05,035,Crittenden Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,001,Alameda Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,007,Butte Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,009,Calaveras Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,013,Contra Costa Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,017,El Dorado Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,019,Fresno Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,025,Imperial Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,029,Kern Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,031,Kings Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,037,Los Angeles Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,039,Madera Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,041,Marin Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,043,Mariposa Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,047,Merced Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,055,Napa Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,057,Nevada Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,059,Orange Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,061,Placer Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,065,Riverside Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,067,Sacramento Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,071,San Bernardino Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,073,San Diego Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,075,San Francisco Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,077,San Joaquin Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,079,San Luis Obispo Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,081,San Mateo Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,085,Santa Clara Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,095,Solano Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,097,Sonoma Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,099,Stanislaus Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,101,Sutter Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,103,Tehama Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,107,Tulare Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,111,Ventura Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,113,Yolo Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,582,Areas of Indian Country,,,,,,,,,,,,,
8-Hr Ozone (2008),CALIFORNIA,CA,06,586,Areas of Indian Country,,,,,,,,,,,,,
8-Hr Ozone (2008),COLORADO,CO,08,001,Adams Co,,,,,,,,,,,,,
8-Hr Ozone (2008),COLORADO,CO,08,005,Arapahoe Co,,,,,,,,,,,,,
8-Hr Ozone (2008),COLORADO,CO,08,013,Boulder Co,,,,,,,,,,,,,
8-Hr Ozone (2008),COLORADO,CO,08,014,Broomfield Co,,,,,,,,,,,,,
8-Hr Ozone (2008),COLORADO,CO,08,031,Denver Co,,,,,,,,,,,,,
8-Hr Ozone (2008),COLORADO,CO,08,035,Douglas Co,,,,,,,,,,,,,
8-Hr Ozone (2008),COLORADO,CO,08,059,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (2008),COLORADO,CO,08,069,Larimer Co,,,,,,,,,,,,,
8-Hr Ozone (2008),COLORADO,CO,08,123,Weld Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CONNECTICUT,CT,09,001,Fairfield Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CONNECTICUT,CT,09,003,Hartford Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CONNECTICUT,CT,09,005,Litchfield Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CONNECTICUT,CT,09,007,Middlesex Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CONNECTICUT,CT,09,009,New Haven Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CONNECTICUT,CT,09,011,New London Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CONNECTICUT,CT,09,013,Tolland Co,,,,,,,,,,,,,
8-Hr Ozone (2008),CONNECTICUT,CT,09,015,Windham Co,,,,,,,,,,,,,
8-Hr Ozone (2008),DELAWARE,DE,10,003,New Castle Co,,,,,,,,,,,,,
8-Hr Ozone (2008),DELAWARE,DE,10,005,Sussex Co,,,,,,,,,,,,,
8-Hr Ozone (2008),DISTRICT OF COLUMBIA,DC,11,001,Entire District,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,015,Bartow Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,057,Cherokee Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,063,Clayton Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,067,Cobb Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,077,Coweta Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,089,De Kalb Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,097,Douglas Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,113,Fayette Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,117,Forsyth Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,121,Fulton Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,135,Gwinnett Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,151,Henry Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,217,Newton Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,223,Paulding Co,,,,,,,,,,,,,
8-Hr Ozone (2008),GEORGIA,GA,13,247,Rockdale Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,031,Cook Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,043,Du Page Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,063,Grundy Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,089,Kane Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,093,Kendall Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,097,Lake Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,111,Mc Henry Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,119,Madison Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,133,Monroe Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,163,St Clair Co,,,,,,,,,,,,,
8-Hr Ozone (2008),ILLINOIS,IL,17,197,Will Co,,,,,,,,,,,,,
8-Hr Ozone (2008),INDIANA,IN,18,029,Dearborn Co,,,,,,,,,,,,,
8-Hr Ozone (2008),INDIANA,IN,18,089,Lake Co,,,,,,,,,,,,,
8-Hr Ozone (2008),INDIANA,IN,18,127,Porter Co,,,,,,,,,,,,,
8-Hr Ozone (2008),KENTUCKY,KY,21,015,Boone Co,,,,,,,,,,,,,
8-Hr Ozone (2008),KENTUCKY,KY,21,037,Campbell Co,,,,,,,,,,,,,
8-Hr Ozone (2008),KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,
8-Hr Ozone (2008),LOUISIANA,LA,22,005,Ascension Par,,,,,,,,,,,,,
8-Hr Ozone (2008),LOUISIANA,LA,22,033,East Baton Rouge Par,,,,,,,,,,,,,
8-Hr Ozone (2008),LOUISIANA,LA,22,047,Iberville Par,,,,,,,,,,,,,
8-Hr Ozone (2008),LOUISIANA,LA,22,063,Livingston Par,,,,,,,,,,,,,
8-Hr Ozone (2008),LOUISIANA,LA,22,121,West Baton Rouge Par,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,003,Anne Arundel Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,005,Baltimore Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,009,Calvert Co,,,,,,,,,,,,,
8-Hr Ozone (2008),MARYLAND,MD,24,013,Carroll Co,,,,,,,,,,,,,
