pollutant,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1978,pw_1979,pw_1980,pw_1981,pw_1982,pw_1983,pw_1984,pw_1985,pw_1986,pw_1987,pw_1988,pw_1989,pw_1990
8-Hr Ozone (1997),ARKANSAS,AR,05,035,Crittenden Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,001,Alameda Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,005,Amador Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,007,Butte Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,009,Calaveras Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,013,Contra Costa Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,017,El Dorado Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,019,Fresno Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,025,Imperial Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,029,Kern Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,031,Kings Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,037,Los Angeles Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,039,Madera Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,041,Marin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,043,Mariposa Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,047,Merced Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,055,Napa Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,057,Nevada Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,059,Orange Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,061,Placer Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,065,Riverside Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,067,Sacramento Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,071,San Bernardino Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,073,San Diego Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,075,San Francisco Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,077,San Joaquin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,081,San Mateo Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,085,Santa Clara Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,095,Solano Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,097,Sonoma Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,099,Stanislaus Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,101,Sutter Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,107,Tulare Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,109,Tuolumne Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,111,Ventura Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,113,Yolo Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,582,Morongo Band of Mission Indians,,,,,,,,,,,,,
8-Hr Ozone (1997),CALIFORNIA,CA,06,586,Pechanga Band of Luiseno Mission In,,,,,,,,,,,,,
8-Hr Ozone (1997),COLORADO,CO,08,001,Adams Co,,,,,,,,,,,,,
8-Hr Ozone (1997),COLORADO,CO,08,005,Arapahoe Co,,,,,,,,,,,,,
8-Hr Ozone (1997),COLORADO,CO,08,013,Boulder Co,,,,,,,,,,,,,
8-Hr Ozone (1997),COLORADO,CO,08,014,Broomfield Co,,,,,,,,,,,,,
8-Hr Ozone (1997),COLORADO,CO,08,031,Denver Co,,,,,,,,,,,,,
8-Hr Ozone (1997),COLORADO,CO,08,035,Douglas Co,,,,,,,,,,,,,
8-Hr Ozone (1997),COLORADO,CO,08,059,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),COLORADO,CO,08,069,Larimer Co,,,,,,,,,,,,,
8-Hr Ozone (1997),COLORADO,CO,08,123,Weld Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CONNECTICUT,CT,09,001,Fairfield Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CONNECTICUT,CT,09,003,Hartford Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CONNECTICUT,CT,09,005,Litchfield Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CONNECTICUT,CT,09,007,Middlesex Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CONNECTICUT,CT,09,009,New Haven Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CONNECTICUT,CT,09,011,New London Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CONNECTICUT,CT,09,013,Tolland Co,,,,,,,,,,,,,
8-Hr Ozone (1997),CONNECTICUT,CT,09,015,Windham Co,,,,,,,,,,,,,
8-Hr Ozone (1997),DELAWARE,DE,10,001,Kent Co,,,,,,,,,,,,,
8-Hr Ozone (1997),DELAWARE,DE,10,003,New Castle Co,,,,,,,,,,,,,
8-Hr Ozone (1997),DELAWARE,DE,10,005,Sussex Co,,,,,,,,,,,,,
8-Hr Ozone (1997),DISTRICT OF COLUMBIA,DC,11,001,Entire District,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,013,Barrow Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,015,Bartow Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,021,Bibb Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,045,Carroll Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,047,Catoosa Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,057,Cherokee Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,063,Clayton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,067,Cobb Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,077,Coweta Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,089,De Kalb Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,097,Douglas Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,113,Fayette Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,117,Forsyth Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,121,Fulton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,135,Gwinnett Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,139,Hall Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,151,Henry Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,207,Monroe Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,213,Murray Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,217,Newton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,223,Paulding Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,247,Rockdale Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,255,Spalding Co,,,,,,,,,,,,,
8-Hr Ozone (1997),GEORGIA,GA,13,297,Walton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,031,Cook Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,043,Du Page Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,063,Grundy Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,083,Jersey Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,089,Kane Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,093,Kendall Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,097,Lake Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,111,Mc Henry Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,119,Madison Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,133,Monroe Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,163,St Clair Co,,,,,,,,,,,,,
8-Hr Ozone (1997),ILLINOIS,IL,17,197,Will Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,003,Allen Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,011,Boone Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,019,Clark Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,029,Dearborn Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,035,Delaware Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,039,Elkhart Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,043,Floyd Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,055,Greene Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,057,Hamilton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,059,Hancock Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,063,Hendricks Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,071,Jackson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,081,Johnson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,089,Lake Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,091,La Porte Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,095,Madison Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,097,Marion Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,109,Morgan Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,127,Porter Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,141,St Joseph Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,145,Shelby Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,163,Vanderburgh Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,167,Vigo Co,,,,,,,,,,,,,
8-Hr Ozone (1997),INDIANA,IN,18,173,Warrick Co,,,,,,,,,,,,,
8-Hr Ozone (1997),KENTUCKY,KY,21,015,Boone Co,,,,,,,,,,,,,
8-Hr Ozone (1997),KENTUCKY,KY,21,019,Boyd Co,,,,,,,,,,,,,
8-Hr Ozone (1997),KENTUCKY,KY,21,029,Bullitt Co,,,,,,,,,,,,,
8-Hr Ozone (1997),KENTUCKY,KY,21,037,Campbell Co,,,,,,,,,,,,,
8-Hr Ozone (1997),KENTUCKY,KY,21,047,Christian Co,,,,,,,,,,,,,
8-Hr Ozone (1997),KENTUCKY,KY,21,111,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),KENTUCKY,KY,21,117,Kenton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),KENTUCKY,KY,21,185,Oldham Co,,,,,,,,,,,,,
8-Hr Ozone (1997),LOUISIANA,LA,22,005,Ascension Par,,,,,,,,,,,,,
8-Hr Ozone (1997),LOUISIANA,LA,22,033,East Baton Rouge Par,,,,,,,,,,,,,
8-Hr Ozone (1997),LOUISIANA,LA,22,047,Iberville Par,,,,,,,,,,,,,
8-Hr Ozone (1997),LOUISIANA,LA,22,063,Livingston Par,,,,,,,,,,,,,
8-Hr Ozone (1997),LOUISIANA,LA,22,121,West Baton Rouge Par,,,,,,,,,,,,,
8-Hr Ozone (1997),MAINE,ME,23,001,Androscoggin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MAINE,ME,23,005,Cumberland Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MAINE,ME,23,009,Hancock Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MAINE,ME,23,013,Knox Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MAINE,ME,23,015,Lincoln Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MAINE,ME,23,023,Sagadahoc Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MAINE,ME,23,027,Waldo Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MAINE,ME,23,031,York Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,003,Anne Arundel Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,005,Baltimore Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,009,Calvert Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,013,Carroll Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,015,Cecil Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,017,Charles Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,021,Frederick Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,025,Harford Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,027,Howard Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,029,Kent Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,031,Montgomery Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,033,Prince George's Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,035,Queen Annes Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,043,Washington Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MARYLAND,MD,24,510,Baltimore (City),,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,001,Barnstable Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,003,Berkshire Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,005,Bristol Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,007,Dukes Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,009,Essex Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,011,Franklin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,013,Hampden Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,015,Hampshire Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,017,Middlesex Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,019,Nantucket Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,021,Norfolk Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,023,Plymouth Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,025,Suffolk Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MASSACHUSETTS,MA,25,027,Worcester Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,005,Allegan Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,019,Benzie Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,021,Berrien Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,025,Calhoun Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,027,Cass Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,037,Clinton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,045,Eaton Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,049,Genesee Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,063,Huron Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,065,Ingham Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,077,Kalamazoo Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,081,Kent Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,087,Lapeer Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,091,Lenawee Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,093,Livingston Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,099,Macomb Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,105,Mason Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,115,Monroe Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,121,Muskegon Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,125,Oakland Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,139,Ottawa Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,147,St Clair Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,159,Van Buren Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,161,Washtenaw Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MICHIGAN,MI,26,163,Wayne Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MISSOURI,MO,29,071,Franklin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MISSOURI,MO,29,099,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MISSOURI,MO,29,183,St Charles Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MISSOURI,MO,29,189,St Louis Co,,,,,,,,,,,,,
8-Hr Ozone (1997),MISSOURI,MO,29,510,St Louis,,,,,,,,,,,,,
8-Hr Ozone (1997),NEVADA,NV,32,003,Clark Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW HAMPSHIRE,NH,33,011,Hillsborough Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW HAMPSHIRE,NH,33,013,Merrimack Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW HAMPSHIRE,NH,33,015,Rockingham Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW HAMPSHIRE,NH,33,017,Strafford Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,001,Atlantic Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,003,Bergen Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,005,Burlington Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,007,Camden Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,009,Cape May Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,011,Cumberland Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,013,Essex Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,015,Gloucester Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,017,Hudson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,019,Hunterdon Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,021,Mercer Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,023,Middlesex Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,025,Monmouth Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,027,Morris Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,029,Ocean Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,031,Passaic Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,033,Salem Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,035,Somerset Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,037,Sussex Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,039,Union Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW JERSEY,NJ,34,041,Warren Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,001,Albany Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,005,Bronx Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,013,Chautauqua Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,027,Dutchess Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,029,Erie Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,031,Essex Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,037,Genesee Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,039,Greene Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,045,Jefferson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,047,Kings Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,051,Livingston Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,055,Monroe Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,057,Montgomery Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,059,Nassau Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,061,New York Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,063,Niagara Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,069,Ontario Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,071,Orange Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,073,Orleans Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,079,Putnam Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,081,Queens Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,083,Rensselaer Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,085,Richmond Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,087,Rockland Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,091,Saratoga Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,093,Schenectady Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,095,Schoharie Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,103,Suffolk Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,117,Wayne Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NEW YORK,NY,36,119,Westchester Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,001,Alamance Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,003,Alexander Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,023,Burke Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,025,Cabarrus Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,027,Caldwell Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,033,Caswell Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,035,Catawba Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,037,Chatham Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,051,Cumberland Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,057,Davidson Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,059,Davie Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,063,Durham Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,065,Edgecombe Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,067,Forsyth Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,069,Franklin Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,071,Gaston Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,077,Granville Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,081,Guilford Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,087,Haywood Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,097,Iredell Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,101,Johnston Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,109,Lincoln Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,119,Mecklenburg Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,127,Nash Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,135,Orange Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,145,Person Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,151,Randolph Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,157,Rockingham Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,159,Rowan Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,173,Swain Co,,,,,,,,,,,,,
8-Hr Ozone (1997),NORTH CAROLINA,NC,37,179,Union Co,,,,,,,,,,,,,
