YEAR,ORISPL,NAME,STATE,SECTOR,SECTOR_NAME,NAICS,CHP,REPORTING,CAPACITY
2014,10124,Hollow Dam Power Partnership,NY,2,,22,N,A,
2015,10124,Hollow Dam Power Partnership,NY,2,,22,N,A,
2016,10124,Hollow Dam Power Partnership,NY,2,,22,N,A,
2017,10124,Hollow Dam Power Partnership,NY,2,,22,N,A,
2011,10125,Honeywell Farms,NY,7,Industrial NAICS Cogen,311,Y,A,4.4
2012,10125,Honeywell Farms,NY,7,,311,Y,A,
2013,10125,Honeywell Farms,NY,7,Industrial NAICS Cogen,311,Y,A,
2014,10125,Honeywell Farms,NY,7,,311,Y,A,
2015,10125,Honeywell Farms,NY,7,,311,Y,A,
2016,10125,Honeywell Farms,NY,7,,311,Y,A,
2011,10128,Gosselin Hydro Plant,CA,2,NAICS-22 Non-Cogen,22,N,A,2
2012,10128,Gosselin Hydro Plant,CA,2,,22,N,A,
2013,10128,Gosselin Hydro Plant,CA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10128,Gosselin Hydro Plant,CA,2,,22,N,A,
2015,10128,Gosselin Hydro Plant,CA,2,,22,N,A,
2016,10128,Gosselin Hydro Plant,CA,2,,22,N,A,
2017,10128,Gosselin Hydro Plant,CA,4,,22131,N,A,
2011,10129,Indiana University of Pennsylvania,PA,5,Commercial NAICS Cogen,611,Y,A,24.4
2012,10129,Indiana University of Pennsylvania,PA,5,,611,Y,A,
2013,10129,Indiana University of Pennsylvania,PA,5,Commercial NAICS Cogen,611,Y,A,
2014,10129,Indiana University of Pennsylvania,PA,5,,611,Y,A,
2015,10129,Indiana University of Pennsylvania,PA,5,,611,Y,A,
2016,10129,Indiana University of Pennsylvania,PA,5,,611,Y,A,
2017,10129,Indiana University of Pennsylvania,PA,5,,611,Y,M,
2011,10137,Deweys Mill,VT,2,NAICS-22 Non-Cogen,22,N,A,3
2012,10137,Deweys Mill,VT,2,,22,N,A,
2013,10137,Deweys Mill,VT,2,NAICS-22 Non-Cogen,22,N,A,
2014,10137,Deweys Mill,VT,2,,22,N,A,
2015,10137,Deweys Mill,VT,2,,22,N,A,
2016,10137,Deweys Mill,VT,2,,22,N,A,
2017,10137,Deweys Mill,VT,2,,22,N,A,
2011,10138,South Dry Creek Hydro,MT,2,NAICS-22 Non-Cogen,22,N,A,2
2012,10138,South Dry Creek Hydro,MT,2,,22,N,A,
2013,10138,South Dry Creek Hydro,MT,2,NAICS-22 Non-Cogen,22,N,A,
2014,10138,South Dry Creek Hydro,MT,2,,22,N,A,
2015,10138,South Dry Creek Hydro,MT,2,,22,N,A,
2016,10138,South Dry Creek Hydro,MT,2,,22,N,A,
2017,10138,South Dry Creek Hydro,MT,2,,22,N,A,
2011,10139,Isabella Hydro Project,CA,2,NAICS-22 Non-Cogen,22,N,A,11.8
2012,10139,Isabella Hydro Project,CA,2,,22,N,A,
2013,10139,Isabella Hydro Project,CA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10139,Isabella Hydro Project,CA,2,,22,N,A,
2015,10139,Isabella Hydro Project,CA,2,,22,N,A,
2016,10139,Isabella Hydro Project,CA,2,,22,N,A,
2017,10139,Isabella Hydro Project,CA,2,,22,N,A,
2011,10140,Birch Creek Power,ID,2,NAICS-22 Non-Cogen,22,N,A,2.6
2012,10140,Birch Creek Power,ID,2,,22,N,A,
2013,10140,Birch Creek Power,ID,2,NAICS-22 Non-Cogen,22,N,A,
2014,10140,Birch Creek Power,ID,2,,22,N,A,
2015,10140,Birch Creek Power,ID,2,,22,N,A,
2016,10140,Birch Creek Power,ID,2,,22,N,A,
2017,10140,Birch Creek Power,ID,2,,22,N,A,
2011,10143,Colver Power Project,PA,2,NAICS-22 Non-Cogen,22,N,A,118
2012,10143,Colver Power Project,PA,2,,22,N,A,
2013,10143,Colver Power Project,PA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10143,Colver Power Project,PA,2,,22,N,A,
2015,10143,Colver Power Project,PA,2,,22,N,A,
2016,10143,Colver Power Project,PA,2,,22,N,A,
2017,10143,Colver Power Project,PA,2,,22,N,M,
2011,10144,Sierra Pacific Lincoln Facility,CA,7,Industrial NAICS Cogen,321,Y,A,19.2
2012,10144,Sierra Pacific Lincoln Facility,CA,7,,321,Y,A,
2013,10144,Sierra Pacific Lincoln Facility,CA,7,Industrial NAICS Cogen,321,Y,A,
2014,10144,Sierra Pacific Lincoln Facility,CA,7,,321,Y,A,
2015,10144,Sierra Pacific Lincoln Facility,CA,7,,321,Y,A,
2016,10144,Sierra Pacific Lincoln Facility,CA,7,,321,Y,A,
2017,10144,Sierra Pacific Lincoln Facility,CA,7,,321,Y,A,
2011,10148,White Pine Electric Power,MI,2,NAICS-22 Non-Cogen,22,N,A,40
2012,10148,White Pine Electric Power,MI,2,,22,N,A,
2013,10148,White Pine Electric Power,MI,2,NAICS-22 Non-Cogen,22,N,A,
2014,10148,White Pine Electric Power,MI,2,,22,N,A,
2015,10148,White Pine Electric Power,MI,2,,22,N,A,
2016,10148,White Pine Electric Power,MI,2,,22,N,A,
2011,10149,Decorative Panels Intl,MI,7,Industrial NAICS Cogen,321,Y,A,7.5
2012,10149,Decorative Panels Intl,MI,7,,321,Y,A,
2013,10149,Decorative Panels Intl,MI,7,Industrial NAICS Cogen,321,Y,A,
2014,10149,Decorative Panels Intl,MI,7,,321,Y,A,
2015,10149,Decorative Panels Intl,MI,7,,321,Y,A,
2016,10149,Decorative Panels Intl,MI,7,,321,Y,A,
2017,10149,Decorative Panels Intl,MI,7,,321,Y,A,
2011,10151,Grant Town Power Plant,WV,2,NAICS-22 Non-Cogen,22,N,M,95.7
2012,10151,Grant Town Power Plant,WV,2,,22,N,M,
2013,10151,Grant Town Power Plant,WV,2,NAICS-22 Non-Cogen,22,N,M,
2014,10151,Grant Town Power Plant,WV,2,,22,N,M,
2015,10151,Grant Town Power Plant,WV,2,,22,N,M,
2016,10151,Grant Town Power Plant,WV,2,,22,N,M,
2017,10151,Grant Town Power Plant,WV,2,,22,N,A,
2011,10152,Warrior Ridge Hydro,PA,2,NAICS-22 Non-Cogen,22,N,A,2.8
2012,10152,Warrior Ridge Hydro,PA,2,,22,N,A,
2013,10152,Warrior Ridge Hydro,PA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10152,Warrior Ridge Hydro,PA,2,,22,N,A,
2015,10152,Warrior Ridge Hydro,PA,2,,22,N,A,
2016,10152,Warrior Ridge Hydro,PA,2,,22,N,A,
2017,10152,Warrior Ridge Hydro,PA,2,,22,N,A,
2011,10154,Chocolate Bayou Works,TX,7,Industrial NAICS Cogen,32512,Y,A,41
2012,10154,Chocolate Bayou Works,TX,7,,32512,Y,A,
2013,10154,Chocolate Bayou Works,TX,7,Industrial NAICS Cogen,32512,Y,A,
2014,10154,Chocolate Bayou Works,TX,7,,32512,Y,A,
2015,10154,Chocolate Bayou Works,TX,7,,32512,Y,A,
2016,10154,Power Island,TX,7,,32512,Y,A,
2017,10154,Power Island,TX,7,,32512,Y,A,
2011,10155,Brasfield,VA,2,NAICS-22 Non-Cogen,22,N,A,2.9
2012,10155,Brasfield,VA,2,,22,N,A,
2013,10155,Brasfield,VA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10155,Brasfield,VA,2,,22,N,A,
2015,10155,Brasfield,VA,2,,22,N,A,
2016,10155,Brasfield,VA,2,,22,N,A,
2017,10155,Brasfield,VA,2,,22,N,A,
2011,10156,Fresno Cogen Partners,CA,3,NAICS-22 Cogen,22,Y,A,82.6
2012,10156,Fresno Cogen Partners,CA,3,,22,Y,A,
2013,10156,Fresno Cogen Partners,CA,3,NAICS-22 Cogen,22,Y,A,
2014,10156,Fresno Cogen Partners,CA,3,,22,Y,A,
2015,10156,Fresno Cogen Partners,CA,3,,22,Y,A,
2016,10156,Fresno Cogen Partners,CA,3,,22,Y,A,
2017,10156,Fresno Cogen Partners,CA,3,,22,Y,A,
2011,10157,Asbury Park Press,NJ,7,Industrial NAICS Cogen,323,Y,A,1.4
2012,10157,Asbury Park Press,NJ,7,,323,Y,A,
2013,10157,Asbury Park Press,NJ,7,Industrial NAICS Cogen,323,Y,A,
2014,10157,Asbury Park Press,NJ,7,,323,Y,A,
2013,10159,Apogee Technology Inc,PA,6,Industrial NAICS Non-Cogen,336,N,A,
2011,10162,Whitewater Hydro Plant,CA,2,NAICS-22 Non-Cogen,22,N,A,1.3
2012,10162,Whitewater Hydro Plant,CA,2,,22,N,A,
2013,10162,Whitewater Hydro Plant,CA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10162,Whitewater Hydro Plant,CA,2,,22,N,A,
2015,10162,Whitewater Hydro Plant,CA,2,,22,N,A,
2016,10162,Whitewater Hydro Plant,CA,2,,22,N,A,
2017,10162,Whitewater Hydro Plant,CA,2,,22,N,A,
2011,10167,Seadrift Coke LP,TX,7,Industrial NAICS Cogen,324,Y,A,7.6
2012,10167,Seadrift Coke LP,TX,7,,324,Y,A,
2013,10167,Seadrift Coke LP,TX,7,Industrial NAICS Cogen,324,Y,A,
2014,10167,Seadrift Coke LP,TX,7,,324,Y,A,
2015,10167,Seadrift Coke LP,TX,7,,324,Y,A,
2016,10167,Seadrift Coke LP,TX,7,,324,Y,A,
2017,10167,Seadrift Coke LP,TX,7,,324,Y,M,
2011,10168,Cardinal Cogen,CA,3,NAICS-22 Cogen,22,Y,M,52.8
2012,10168,Cardinal Cogen,CA,3,,22,Y,M,
2013,10168,Cardinal Cogen,CA,3,NAICS-22 Cogen,22,Y,M,
2014,10168,Cardinal Cogen,CA,3,,22,Y,M,
2015,10168,Cardinal Cogen,CA,3,,22,Y,M,
2011,10169,Carson Cogeneration,CA,3,NAICS-22 Cogen,22,Y,A,55.8
2012,10169,Carson Cogeneration,CA,3,,22,Y,A,
2013,10169,Carson Cogeneration,CA,3,NAICS-22 Cogen,22,Y,A,
2014,10169,Carson Cogeneration,CA,3,,22,Y,A,
2015,10169,Carson Cogeneration,CA,3,,22,Y,A,
2016,10169,Carson Cogeneration,CA,3,,22,Y,A,
2017,10169,Carson Cogeneration,CA,3,,22,Y,A,
2013,10171,5 in 1 Dam Hydroelectric,IA,2,NAICS-22 Non-Cogen,22,N,A,
2011,10173,Cherokee Falls,SC,1,Electric Utility,22,N,A,4.3
2012,10173,Cherokee Falls,SC,1,,22,N,A,
2013,10173,Cherokee Falls,SC,1,Electric Utility,22,N,A,
2014,10173,Cherokee Falls,SC,1,,22,N,A,
2015,10173,Cherokee Falls,SC,2,,22,N,A,
2016,10173,Cherokee Falls,SC,2,,22,N,A,
2017,10173,Cherokee Falls,SC,2,,22,N,M,
2011,10175,Childrens Hospital,CA,5,Commercial NAICS Cogen,622,Y,A,10
2012,10175,Childrens Hospital,CA,5,,622,Y,A,
2013,10175,Childrens Hospital,CA,5,Commercial NAICS Cogen,622,Y,A,
2014,10175,Childrens Hospital,CA,5,,622,Y,A,
2015,10175,Childrens Hospital,CA,5,,622,Y,A,
2016,10175,Childrens Hospital,CA,5,,622,Y,A,
2017,10175,Childrens Hospital,CA,5,,622,Y,M,
2011,10176,M Street Jet,MA,2,NAICS-22 Non-Cogen,22,N,A,69
2012,10176,M Street Jet,MA,2,,22,N,A,
2013,10176,M Street Jet,MA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10176,M Street Jet,MA,2,,22,N,A,
2015,10176,M Street Jet,MA,2,,22,N,A,
2016,10176,M Street Jet,MA,2,,22,N,A,
2017,10176,M Street Jet,MA,2,,22,N,A,
2011,10180,Metro Wastewater Reclamation District,CO,3,NAICS-22 Cogen,22,Y,A,15
2012,10180,Metro Wastewater Reclamation District,CO,3,,22,Y,A,
2013,10180,Metro Wastewater Reclamation District,CO,3,NAICS-22 Cogen,22,Y,A,
2014,10180,Metro Wastewater Reclamation District,CO,3,,22,Y,A,
2015,10180,Metro Wastewater Reclamation District,CO,3,,22,Y,A,
2016,10180,Metro Wastewater Reclamation District,CO,3,,22,Y,A,
2017,10180,Metro Wastewater Reclamation District,CO,3,,22,Y,M,
2011,10181,Metropolitan Sewerage District,NC,4,Commercial NAICS Non-Cogen,22132,N,M,2.4
2012,10181,Metropolitan Sewerage District,NC,4,,22132,N,M,
2013,10181,Metropolitan Sewerage District,NC,4,Commercial NAICS Non-Cogen,22132,N,M,
2014,10181,Metropolitan Sewerage District,NC,4,,22132,N,M,
2015,10181,Metropolitan Sewerage District,NC,4,,22132,N,M,
2016,10181,Metropolitan Sewerage District,NC,4,,22132,N,M,
2017,10181,Metropolitan Sewerage District,NC,4,,22132,N,M,
2011,10183,Mine Falls Generating Station,NH,2,NAICS-22 Non-Cogen,22,N,A,3
2012,10183,Mine Falls Generating Station,NH,2,,22,N,A,
2013,10183,Mine Falls Generating Station,NH,2,NAICS-22 Non-Cogen,22,N,A,
2014,10183,Mine Falls Generating Station,NH,2,,22,N,A,
2015,10183,Mine Falls Generating Station,NH,2,,22,N,A,
2016,10183,Mine Falls Generating Station,NH,2,,22,N,A,
2017,10183,Mine Falls Generating Station,NH,2,,22,N,A,
2011,10184,Central Utility Plant,TX,5,Commercial NAICS Cogen,561,Y,A,14.3
2012,10184,Central Utility Plant,TX,5,,561,Y,A,
2013,10184,Central Utility Plant,TX,5,Commercial NAICS Cogen,561,Y,A,
2014,10184,Central Utility Plant,TX,5,,561,Y,A,
2015,10184,Central Utility Plant,TX,5,,561,Y,A,
2016,10184,Central Utility Plant,TX,5,,561,Y,A,
2017,10184,Central Utility Plant,TX,5,,561,Y,M,
2011,10186,Anson Abenaki Hydros,ME,7,Industrial NAICS Cogen,322122,Y,M,32
2012,10186,Anson Abenaki Hydros,ME,7,,322122,Y,M,
2013,10186,Anson Abenaki Hydros,ME,7,Industrial NAICS Cogen,322122,Y,M,
2014,10186,Anson Abenaki Hydros,ME,7,,322122,Y,M,
2015,10186,Anson Abenaki Hydros,ME,7,,322122,Y,M,
2016,10186,Anson Abenaki Hydros,ME,7,,322122,Y,M,
2017,10186,Anson Abenaki Hydros,ME,6,,322122,N,A,
2011,10187,Engineered Carbons Echo Cogeneration,TX,6,Industrial NAICS Non-Cogen,325,N,A,10
2012,10187,Engineered Carbons Echo Cogeneration,TX,6,,325,N,A,
2013,10187,Engineered Carbons Echo Cogeneration,TX,6,Industrial NAICS Non-Cogen,325,N,A,
2014,10187,Engineered Carbons Echo Cogeneration,TX,6,,325,N,A,
2015,10187,Engineered Carbons Echo Cogeneration,TX,6,,325,N,A,
2011,10188,Cutrale Citrus Juices USA II,FL,7,Industrial NAICS Cogen,311,Y,A,7
2012,10188,Cutrale Citrus Juices USA II,FL,7,,311,Y,A,
2013,10188,Cutrale Citrus Juices USA II,FL,7,Industrial NAICS Cogen,311,Y,A,
2014,10188,Cutrale Citrus Juices USA II,FL,7,,311,Y,A,
2015,10188,Cutrale Citrus Juices USA II,FL,7,,311,Y,A,
2016,10188,Cutrale Citrus Juices USA II,FL,6,,311,N,A,
2017,10188,Cutrale Citrus Juices USA II,FL,6,,311,N,A,
2011,10190,Castleton Energy Center,NY,2,NAICS-22 Non-Cogen,22,N,A,72
2012,10190,"EPCOR, Castleton Facility",NY,2,,22,N,A,
2013,10190,"EPCOR, Castleton Facility",NY,2,NAICS-22 Non-Cogen,22,N,A,
2014,10190,"EPCOR, Castleton Facility",NY,2,,22,N,A,
2015,10190,"EPCOR, Castleton Facility",NY,2,,22,N,A,
2016,10190,"EPCOR, Castleton Facility",NY,2,,22,N,A,
2017,10190,"EPCOR, Castleton Facility",NY,2,,22,N,A,
2011,10191,Tehachapi Wind Resource I,CA,2,NAICS-22 Non-Cogen,22,N,A,8.7
2012,10191,Tehachapi Wind Resource I,CA,2,,22,N,A,
2013,10191,Tehachapi Wind Resource I,CA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10191,Tehachapi Wind Resource I,CA,2,,22,N,A,
2015,10191,Tehachapi Wind Resource I,CA,2,,22,N,A,
2016,10191,Tehachapi Wind Resource I,CA,2,,22,N,A,
2017,10191,Tehachapi Wind Resource I,CA,2,,22,N,A,
2011,10194,Hawaii Cogen,HI,7,Industrial NAICS Cogen,32411,Y,A,12.2
2012,10194,Hawaii Cogen,HI,7,,32411,Y,A,
2013,10194,Hawaii Cogen,HI,7,Industrial NAICS Cogen,32411,Y,A,
2014,10194,Hawaii Cogen,HI,7,,32411,Y,A,
2015,10194,Hawaii Cogen,HI,7,,32411,Y,A,
2016,10194,Hawaii Cogen,HI,7,,32411,Y,A,
2017,10194,Hawaii Cogen,HI,7,,32411,Y,M,
2011,10195,Terra Mississippi Nitrogen,MS,7,Industrial NAICS Cogen,325311,Y,A,25
2012,10195,CF Industries Yazoo City Complex,MS,7,,325311,Y,A,
2013,10195,CF Industries Yazoo City Complex,MS,7,Industrial NAICS Cogen,325311,Y,A,
2014,10195,CF Industries Yazoo City Complex,MS,7,,325311,Y,A,
2015,10195,CF Industries Yazoo City Complex,MS,7,,325311,Y,A,
2016,10195,CF Industries Yazoo City Complex,MS,7,,325311,Y,A,
2017,10195,CF Industries Yazoo City Complex,MS,7,,325311,Y,M,
2011,10196,Moose River,NY,2,NAICS-22 Non-Cogen,22,N,A,12.6
2012,10196,Moose River,NY,2,,22,N,A,
2013,10196,Moose River,NY,2,NAICS-22 Non-Cogen,22,N,A,
2014,10196,Moose River,NY,2,,22,N,A,
2015,10196,Moose River,NY,2,,22,N,A,
2016,10196,Moose River,NY,2,,22,N,A,
2017,10196,Moose River,NY,2,,22,N,A,
2011,10197,Philadlephia,NY,2,NAICS-22 Non-Cogen,22,N,A,3.6
2012,10197,Philadlephia,NY,2,,22,N,A,
2013,10197,Philadlephia,NY,2,NAICS-22 Non-Cogen,22,N,A,
2014,10197,Philadlephia,NY,2,,22,N,A,
2015,10197,Philadlephia,NY,2,,22,N,A,
2016,10197,Philadlephia,NY,2,,22,N,A,
2017,10197,Philadlephia,NY,2,,22,N,A,
2011,10198,IMC Phosphates Company Uncle Sam,LA,7,Industrial NAICS Cogen,325188,Y,A,22
2012,10198,IMC Phosphates Company Uncle Sam,LA,7,,325188,Y,A,
2013,10198,Mosaic Phosphates Uncle Sam,LA,7,Industrial NAICS Cogen,325188,Y,A,
2014,10198,Mosaic Phosphates Uncle Sam,LA,7,,325188,Y,A,
2015,10198,Mosaic Phosphates Uncle Sam,LA,7,,325188,Y,A,
2016,10198,Mosaic Phosphates Uncle Sam,LA,7,,325188,Y,A,
2017,10198,Mosaic Phosphates Uncle Sam,LA,7,,325188,Y,M,
2011,10199,West Ford Flat Power Plant,CA,2,NAICS-22 Non-Cogen,22,N,A,38
2012,10199,West Ford Flat Power Plant,CA,2,,22,N,A,
2013,10199,West Ford Flat Power Plant,CA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10199,West Ford Flat Power Plant,CA,2,,22,N,A,
2015,10199,West Ford Flat Power Plant,CA,2,,22,N,A,
2011,10202,Fernandina Beach Mill,FL,7,Industrial NAICS Cogen,32213,Y,A,118.4
2012,10202,Fernandina Beach Mill,FL,7,,32213,Y,A,
2013,10202,Fernandina Beach Mill,FL,7,Industrial NAICS Cogen,32213,Y,A,
2014,10202,Fernandina Beach Mill,FL,7,,32213,Y,A,
2015,10202,Fernandina Beach Mill,FL,7,,32213,Y,A,
2016,10202,Fernandina Beach Mill,FL,7,,32213,Y,A,
2017,10202,Fernandina Beach Mill,FL,7,,32213,Y,M,
2011,10204,Mosaic Co Tampa Facility,FL,7,Industrial NAICS Cogen,325188,Y,M,77.9
2012,10204,Mosaic Co Tampa Facility,FL,7,,325188,Y,M,
2013,10204,Mosaic Co Tampa Facility,FL,7,Industrial NAICS Cogen,325188,Y,M,
2014,10204,Mosaic Co Tampa Facility,FL,7,,325188,Y,M,
2015,10204,Mosaic Co Tampa Facility,FL,7,,325188,Y,M,
2016,10204,Mosaic Co Tampa Facility,FL,7,,325188,Y,M,
2017,10204,Mosaic Co Tampa Facility,FL,7,,325188,Y,M,
2011,10206,Loma Linda University Cogen,CA,5,Commercial NAICS Cogen,611,Y,A,13.3
2012,10206,Loma Linda University Cogen,CA,5,,611,Y,A,
2013,10206,Loma Linda University Cogen,CA,5,Commercial NAICS Cogen,611,Y,A,
2014,10206,Loma Linda University Cogen,CA,5,,611,Y,A,
2015,10206,Loma Linda University Cogen,CA,5,,611,Y,A,
2016,10206,Loma Linda University Cogen,CA,5,,611,Y,A,
2017,10206,Loma Linda University Cogen,CA,5,,611,Y,M,
2011,10207,Ashland Inc,MO,7,Industrial NAICS Cogen,325,Y,A,17.2
2011,10208,Escanaba Paper Company,MI,7,Industrial NAICS Cogen,322122,Y,M,103.3
2012,10208,Escanaba Paper Company,MI,7,,322122,Y,M,
2013,10208,Escanaba Mill,MI,7,Industrial NAICS Cogen,322122,Y,M,
2014,10208,Escanaba Mill,MI,7,,322122,Y,M,
2015,10208,Escanaba Mill,MI,7,,322122,Y,M,
2016,10208,Escanaba Mill,MI,7,,322122,Y,M,
2017,10208,Escanaba Mill,MI,7,,322122,Y,M,
2011,10213,El Segundo Cogen,CA,7,Industrial NAICS Cogen,32411,Y,A,134.2
2012,10213,El Segundo Cogen,CA,7,,32411,Y,A,
2013,10213,El Segundo Cogen,CA,7,Industrial NAICS Cogen,32411,Y,A,
2014,10213,El Segundo Cogen,CA,7,,32411,Y,A,
2015,10213,El Segundo Cogen,CA,7,,32411,Y,A,
2016,10213,El Segundo Cogen,CA,7,,32411,Y,A,
2017,10213,El Segundo Cogen,CA,7,,32411,Y,M,
2011,10214,Lower Saranac Hydroelectric Facility,NY,2,NAICS-22 Non-Cogen,22,N,A,6.7
2012,10214,Lower Saranac Hydroelectric Facility,NY,2,,22,N,A,
2013,10214,Lower Saranac Hydroelectric Facility,NY,2,NAICS-22 Non-Cogen,22,N,A,
2014,10214,Lower Saranac Hydroelectric Facility,NY,2,,22,N,A,
2015,10214,Lower Saranac Hydroelectric Facility,NY,2,,22,N,A,
2016,10214,Lower Saranac Hydroelectric Facility,NY,2,,22,N,A,
2017,10214,Lower Saranac Hydroelectric Facility,NY,2,,22,N,A,
2011,10215,Snowbird Power Plant,UT,5,Commercial NAICS Cogen,721,Y,A,1.8
2012,10215,Snowbird Power Plant,UT,5,,721,Y,A,
2013,10215,Snowbird Power Plant,UT,5,Commercial NAICS Cogen,721,Y,A,
2014,10215,Snowbird Power Plant,UT,5,,721,Y,A,
2015,10215,Snowbird Power Plant,UT,5,,721,Y,A,
2016,10215,Snowbird Power Plant,UT,5,,721,Y,A,
2017,10215,Snowbird Power Plant,UT,5,,721,Y,A,
2011,10216,Alabama River Pulp,AL,7,Industrial NAICS Cogen,322,Y,A,48
2012,10216,Alabama River Pulp,AL,7,,322,Y,A,
2013,10216,Alabama River Pulp,AL,7,Industrial NAICS Cogen,322,Y,A,
2014,10216,Alabama River Pulp,AL,7,,322,Y,A,
2015,10216,Alabama River Pulp,AL,7,,322,Y,A,
2016,10216,Alabama River Pulp,AL,7,,322,Y,A,
2017,10216,Alabama River Pulp,AL,7,,322,Y,A,
2011,10218,Warrensburg Hydroelectric,NY,2,NAICS-22 Non-Cogen,22,N,A,2.9
2012,10218,Warrensburg Hydroelectric,NY,2,,22,N,A,
2013,10218,Warrensburg Hydroelectric,NY,2,NAICS-22 Non-Cogen,22,N,A,
2014,10218,Warrensburg Hydroelectric,NY,2,,22,N,A,
2015,10218,Warrensburg Hydroelectric,NY,2,,22,N,A,
2016,10218,Warrensburg Hydroelectric,NY,2,,22,N,A,
2017,10218,Warrensburg Hydroelectric,NY,2,,22,N,A,
2011,10219,Middle Falls Hydro,NY,2,NAICS-22 Non-Cogen,22,N,A,2.2
2012,10219,Middle Falls Hydro,NY,2,,22,N,A,
2013,10219,Middle Falls Hydro,NY,2,NAICS-22 Non-Cogen,22,N,A,
2014,10219,Middle Falls Hydro,NY,2,,22,N,A,
2015,10219,Middle Falls Hydro,NY,2,,22,N,A,
2016,10219,Middle Falls Hydro,NY,2,,22,N,A,
2017,10219,Middle Falls Hydro,NY,2,,22,N,A,
2011,10220,Sissonville Hydro,NY,2,NAICS-22 Non-Cogen,22,N,A,3
2012,10220,Sissonville Hydro,NY,2,,22,N,A,
2013,10220,Sissonville Hydro,NY,2,NAICS-22 Non-Cogen,22,N,A,
2014,10220,Sissonville Hydro,NY,2,,22,N,A,
2015,10220,Sissonville Hydro,NY,2,,22,N,A,
2016,10220,Sissonville Hydro,NY,2,,22,N,A,
2017,10220,Sissonville Hydro,NY,2,,22,N,A,
2011,10221,New York State Dam Hydro,NY,2,NAICS-22 Non-Cogen,22,N,A,11.4
2012,10221,New York State Dam Hydro,NY,2,,22,N,A,
2013,10221,New York State Dam Hydro,NY,2,NAICS-22 Non-Cogen,22,N,A,
2014,10221,New York State Dam Hydro,NY,2,,22,N,A,
2015,10221,New York State Dam Hydro,NY,2,,22,N,A,
2016,10221,New York State Dam Hydro,NY,2,,22,N,A,
2017,10221,New York State Dam Hydro,NY,2,,22,N,A,
2011,10222,Tulare Success Power Project,CA,2,NAICS-22 Non-Cogen,22,N,A,1.4
2012,10222,Tulare Success Power Project,CA,2,,22,N,A,
2013,10222,Tulare Success Power Project,CA,2,NAICS-22 Non-Cogen,22,N,A,
2014,10222,Tulare Success Power Project,CA,2,,22,N,A,
2015,10222,Tulare Success Power Project,CA,2,,22,N,A,
2016,10222,Tulare Success Power Project,CA,2,,22,N,A,
2017,10222,Tulare Success Power Project,CA,2,,22,N,A,
2011,10223,AG Processing Inc,IA,7,Industrial NAICS Cogen,311,Y,A,8.5
2012,10223,AG Processing Inc,IA,7,,311,Y,A,
2013,10223,AG Processing Inc,IA,7,Industrial NAICS Cogen,311,Y,A,
2014,10223,AG Processing Inc,IA,7,,311,Y,A,
2015,10223,AG Processing Inc,IA,7,,311,Y,A,
2016,10223,AG Processing Inc,IA,7,,311,Y,A,
2011,10224,Merck Rahway Power Plant,NJ,7,Industrial NAICS Cogen,325,Y,A,15.8
2012,10224,Merck Rahway Power Plant,NJ,7,,325,Y,A,
2013,10224,Merck Rahway Power Plant,NJ,7,Industrial NAICS Cogen,325,Y,A,
2014,10224,Merck Rahway Power Plant,NJ,7,,325,Y,A,
2015,10224,Merck Rahway Power Plant,NJ,7,,325,Y,A,
2016,10224,Merck Rahway Power Plant,NJ,7,,325,Y,A,
2017,10224,Merck Rahway Power Plant,NJ,7,,325,Y,M,
2011,10233,Leaf River Cellulose LLC,MS,7,Industrial NAICS Cogen,322,Y,M,50
2012,10233,Leaf River Cellulose LLC,MS,7,,322,Y,M,
2013,10233,Leaf River Cellulose LLC,MS,7,Industrial NAICS Cogen,322,Y,M,
2014,10233,Leaf River Cellulose LLC,MS,7,,322,Y,M,
2015,10233,Leaf River Cellulose LLC,MS,7,,322,Y,M,
2016,10233,Leaf River Cellulose LLC,MS,7,,322,Y,M,
2017,10233,Leaf River Cellulose LLC,MS,7,,322,Y,M,
2011,10234,Biron Mill,WI,7,Industrial NAICS Cogen,322122,Y,M,61.6
2012,10234,Biron Mill,WI,7,,322122,Y,M,
2013,10234,Biron Mill,WI,7,Industrial NAICS Cogen,322122,Y,M,
2014,10234,Biron Mill,WI,7,,322122,Y,M,
2015,10234,Biron Mill,WI,7,,322122,Y,M,
2016,10234,Biron Mill,WI,7,,322122,Y,M,
2017,10234,Biron Mill,WI,7,,322122,Y,A,
2012,10235,Ford Motor Co Rawsonville Plant,MI,7,,336,Y,A,
2011,10237,Diana Hydroelectric,NY,2,NAICS-22 Non-Cogen,22,N,A,1.8
2012,10237,Diana Hydroelectric,NY,2,,22,N,A,
2013,10237,Diana Hydroelectric,NY,2,NAICS-22 Non-Cogen,22,N,A,
2014,10237,Diana Hydroelectric,NY,2,,22,N,A,
2015,10237,Diana Hydroelectric,NY,2,,22,N,A,
2016,10237,Diana Hydroelectric,NY,2,,22,N,A,
