YEAR,ORISPL,NAME,STATE,SECTOR,SECTOR_NAME,NAICS,CHP,REPORTING,CAPACITY
2012,55177,South Point Energy Center,AZ,2,,22,N,M,
2013,55177,South Point Energy Center,AZ,2,NAICS-22 Non-Cogen,22,N,M,
2014,55177,South Point Energy Center,AZ,2,,22,N,M,
2015,55177,South Point Energy Center,AZ,2,,22,N,M,
2016,55177,South Point Energy Center,AZ,2,,22,N,M,
2017,55177,South Point Energy Center,AZ,2,,22,N,M,
2011,55178,Dogwood Energy Facility,MO,2,NAICS-22 Non-Cogen,22,N,M,677
2012,55178,Dogwood Energy Facility,MO,2,,22,N,M,
2013,55178,Dogwood Energy Facility,MO,2,NAICS-22 Non-Cogen,22,N,M,
2014,55178,Dogwood Energy Facility,MO,2,,22,N,M,
2015,55178,Dogwood Energy Facility,MO,2,,22,N,M,
2016,55178,Dogwood Energy Facility,MO,2,,22,N,M,
2017,55178,Dogwood Energy Facility,MO,2,,22,N,A,
2011,55179,Rathdrum Power LLC,ID,2,NAICS-22 Non-Cogen,22,N,M,301.5
2012,55179,Rathdrum Power LLC,ID,2,,22,N,M,
2013,55179,Rathdrum Power LLC,ID,2,NAICS-22 Non-Cogen,22,N,M,
2014,55179,Rathdrum Power LLC,ID,2,,22,N,M,
2015,55179,Rathdrum Power LLC,ID,2,,22,N,M,
2016,55179,Rathdrum Power LLC,ID,2,,22,N,M,
2017,55179,Rathdrum Power LLC,ID,2,,22,N,A,
2011,55182,Sunrise Power LLC,CA,2,NAICS-22 Non-Cogen,22,N,M,605.4
2012,55182,Sunrise Power LLC,CA,2,,22,N,M,
2013,55182,Sunrise Power LLC,CA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55182,Sunrise Power LLC,CA,2,,22,N,M,
2015,55182,Sunrise Power LLC,CA,2,,22,N,M,
2016,55182,Sunrise Power LLC,CA,2,,22,N,M,
2017,55182,Sunrise Power LLC,CA,2,,22,N,M,
2015,55183,Nelson Energy Center,IL,2,,22,N,M,
2016,55183,Nelson Energy Center,IL,2,,22,N,M,
2017,55183,Nelson Energy Center,IL,2,,22,N,A,
2011,55184,Aera San Ardo Cogen Facility,CA,7,Industrial NAICS Cogen,211,Y,A,6.2
2012,55184,Aera San Ardo Cogen Facility,CA,7,,211,Y,A,
2013,55184,Aera San Ardo Cogen Facility,CA,7,Industrial NAICS Cogen,211,Y,A,
2014,55184,Aera San Ardo Cogen Facility,CA,7,,211,Y,A,
2015,55184,Aera San Ardo Cogen Facility,CA,7,,211,Y,A,
2016,55184,Aera San Ardo Cogen Facility,CA,7,,211,Y,A,
2017,55184,Aera San Ardo Cogen Facility,CA,7,,211,Y,A,
2011,55187,Channelview Cogeneration Plant,TX,3,NAICS-22 Cogen,22,Y,M,918.3
2012,55187,Channelview Cogeneration Plant,TX,3,,22,Y,M,
2013,55187,Channelview Cogeneration Plant,TX,3,NAICS-22 Cogen,22,Y,M,
2014,55187,Channelview Cogeneration Plant,TX,3,,22,Y,M,
2015,55187,Channelview Cogeneration Plant,TX,3,,22,Y,M,
2016,55187,Channelview Cogeneration Plant,TX,3,,22,Y,M,
2017,55187,Channelview Cogeneration Plant,TX,3,,22,Y,M,
2011,55188,Cordova Energy,IL,2,NAICS-22 Non-Cogen,22,N,M,611.2
2012,55188,Cordova Energy,IL,2,,22,N,M,
2013,55188,Cordova Energy,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55188,Cordova Energy,IL,2,,22,N,M,
2015,55188,Cordova Energy,IL,2,,22,N,M,
2016,55188,Cordova Energy,IL,2,,22,N,M,
2017,55188,Cordova Energy,IL,2,,22,N,A,
2011,55192,Osceola,FL,2,NAICS-22 Non-Cogen,22,N,M,600
2012,55192,Osceola,FL,2,,22,N,M,
2013,55192,Osceola (FL),FL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55192,Osceola (FL),FL,2,,22,N,M,
2011,55193,Ontelaunee Energy Center,PA,2,NAICS-22 Non-Cogen,22,N,M,728
2012,55193,Ontelaunee Energy Center,PA,2,,22,N,M,
2013,55193,Ontelaunee Energy Center,PA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55193,Ontelaunee Energy Center,PA,2,,22,N,M,
2015,55193,Ontelaunee Energy Center,PA,2,,22,N,M,
2016,55193,Ontelaunee Energy Center,PA,2,,22,N,M,
2017,55193,Ontelaunee Energy Center,PA,2,,22,N,M,
2011,55196,FirstEnergy Allegheny Energy Units 1 & 2,PA,2,NAICS-22 Non-Cogen,22,N,A,87.6
2012,55196,FirstEnergy Allegheny Energy Units 1 & 2,PA,2,,22,N,A,
2013,55196,FirstEnergy Allegheny Energy Units 1 & 2,PA,2,NAICS-22 Non-Cogen,22,N,A,
2014,55196,FirstEnergy Allegheny Energy Units 1 & 2,PA,2,,22,N,A,
2015,55196,FirstEnergy Springdale 1 & 2,PA,2,,22,N,A,
2016,55196,FirstEnergy Springdale 1 & 2,PA,2,,22,N,A,
2017,55196,Springdale 1 & 2,PA,2,,22,N,A,
2011,55197,Caledonia,MS,1,Electric Utility,22,N,M,801
2012,55197,Caledonia,MS,1,,22,N,M,
2013,55197,Caledonia,MS,1,Electric Utility,22,N,M,
2014,55197,Caledonia,MS,1,,22,N,M,
2015,55197,Caledonia,MS,1,,22,N,M,
2016,55197,Caledonia,MS,1,,22,N,M,
2017,55197,Caledonia,MS,1,,22,N,M,
2011,55198,Riverside Generating LLC,KY,2,NAICS-22 Non-Cogen,22,N,M,1150
2012,55198,Riverside Generating LLC,KY,2,,22,N,M,
2013,55198,Riverside Generating LLC,KY,2,NAICS-22 Non-Cogen,22,N,M,
2014,55198,Riverside Generating LLC,KY,2,,22,N,M,
2015,55198,Riverside Generating LLC,KY,2,,22,N,M,
2016,55198,Riverside Generating LLC,KY,2,,22,N,M,
2017,55198,Riverside Generating LLC,KY,2,,22,N,M,
2011,55199,Elwood Energy LLC,IL,2,NAICS-22 Non-Cogen,22,N,M,1728
2012,55199,Elwood Energy LLC,IL,2,,22,N,M,
2013,55199,Elwood Energy LLC,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55199,Elwood Energy LLC,IL,2,,22,N,M,
2015,55199,Elwood Energy LLC,IL,2,,22,N,M,
2016,55199,Elwood Energy LLC,IL,2,,22,N,M,
2017,55199,Elwood Energy LLC,IL,2,,22,N,M,
2011,55200,Arapahoe Combustion Turbine Project,CO,2,NAICS-22 Non-Cogen,22,N,M,194
2012,55200,Arapahoe Combustion Turbine Project,CO,2,,22,N,M,
2013,55200,Arapahoe Combustion Turbine Project,CO,2,NAICS-22 Non-Cogen,22,N,M,
2014,55200,Arapahoe Combustion Turbine Project,CO,2,,22,N,M,
2015,55200,Arapahoe Combustion Turbine Project,CO,2,,22,N,M,
2016,55200,Arapahoe Combustion Turbine Project,CO,2,,22,N,M,
2017,55200,Arapahoe Combustion Turbine Project,CO,2,,22,N,M,
2011,55201,Gibson City,IL,2,NAICS-22 Non-Cogen,22,N,M,270
2012,55201,Gibson City,IL,2,,22,N,M,
2013,55201,Gibson City Energy Center LLC,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55201,Gibson City Energy Center LLC,IL,2,,22,N,M,
2015,55201,Gibson City Energy Center LLC,IL,2,,22,N,M,
2016,55201,Gibson City Energy Center LLC,IL,2,,22,N,M,
2017,55201,Gibson City Energy Center LLC,IL,2,,22,N,A,
2011,55202,Pinckneyville,IL,1,Electric Utility,22,N,M,380
2012,55202,Pinckneyville,IL,1,,22,N,M,
2013,55202,Pinckneyville,IL,1,Electric Utility,22,N,M,
2014,55202,Pinckneyville,IL,1,,22,N,M,
2015,55202,Pinckneyville,IL,1,,22,N,M,
2016,55202,Pinckneyville,IL,1,,22,N,M,
2017,55202,Pinckneyville,IL,1,,22,N,A,
2011,55203,Ponnequin Phase 1,CO,2,NAICS-22 Non-Cogen,22,N,A,5.2
2012,55203,Ponnequin Phase 1,CO,2,,22,N,A,
2013,55203,Ponnequin Phase 1,CO,2,NAICS-22 Non-Cogen,22,N,A,
2014,55203,Ponnequin Phase 1,CO,2,,22,N,A,
2015,55203,Ponnequin Phase 1,CO,2,,22,N,A,
2011,55204,Kinmundy,IL,1,Electric Utility,22,N,M,270
2012,55204,Kinmundy,IL,1,,22,N,M,
2013,55204,Kinmundy,IL,1,Electric Utility,22,N,M,
2014,55204,Kinmundy,IL,1,,22,N,M,
2015,55204,Kinmundy,IL,1,,22,N,M,
2016,55204,Kinmundy,IL,1,,22,N,M,
2017,55204,Kinmundy,IL,1,,22,N,A,
2011,55206,Corpus Christi Energy Center,TX,3,NAICS-22 Cogen,22,Y,M,575.5
2012,55206,Corpus Christi Energy Center,TX,3,,22,Y,M,
2013,55206,Corpus Christi Energy Center,TX,3,NAICS-22 Cogen,22,Y,M,
2014,55206,Corpus Christi Energy Center,TX,3,,22,Y,M,
2015,55206,Corpus Christi Energy Center,TX,3,,22,Y,M,
2016,55206,Corpus Christi Energy Center,TX,3,,22,Y,M,
2017,55206,Corpus Christi Energy Center,TX,3,,22,Y,M,
2011,55207,Valmont Combustion Turbine Project,CO,2,NAICS-22 Non-Cogen,22,N,A,142.2
2012,55207,Valmont Combustion Turbine Project,CO,2,,22,N,A,
2013,55207,Valmont Combustion Turbine Project,CO,2,NAICS-22 Non-Cogen,22,N,A,
2014,55207,Valmont Combustion Turbine Project,CO,2,,22,N,A,
2015,55207,Valmont Combustion Turbine Project,CO,2,,22,N,A,
2016,55207,Valmont Combustion Turbine Project,CO,2,,22,N,A,
2017,55207,Valmont Combustion Turbine Project,CO,2,,22,N,A,
2011,55208,Lake Benton I,MN,2,NAICS-22 Non-Cogen,22,N,M,107.2
2012,55208,Lake Benton I,MN,2,,22,N,M,
2013,55208,Lake Benton I,MN,2,NAICS-22 Non-Cogen,22,N,M,
2014,55208,Lake Benton I,MN,2,,22,N,M,
2015,55208,Lake Benton I,MN,2,,22,N,M,
2016,55208,Lake Benton I,MN,2,,22,N,M,
2017,55208,Lake Benton I,MN,2,,22,N,A,
2011,55210,Afton Generating Station,NM,1,Electric Utility,22,N,M,287
2012,55210,Afton Generating Station,NM,1,,22,N,M,
2013,55210,Afton Generating Station,NM,1,Electric Utility,22,N,M,
2014,55210,Afton Generating Station,NM,1,,22,N,M,
2015,55210,Afton Generating Station,NM,1,,22,N,M,
2016,55210,Afton Generating Station,NM,1,,22,N,M,
2017,55210,Afton Generating Station,NM,1,,22,N,M,
2011,55211,ANP Bellingham Energy Project,MA,2,NAICS-22 Non-Cogen,22,N,M,578
2012,55211,ANP Bellingham Energy Project,MA,2,,22,N,M,
2013,55211,ANP Bellingham Energy Project,MA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55211,ANP Bellingham Energy Project,MA,2,,22,N,M,
2015,55211,ANP Bellingham Energy Project,MA,2,,22,N,M,
2016,55211,ANP Bellingham Energy Project,MA,2,,22,N,M,
2017,55211,ANP Bellingham Energy Project,MA,2,,22,N,M,
2011,55212,ANP Blackstone Energy Project,MA,2,NAICS-22 Non-Cogen,22,N,M,578
2012,55212,ANP Blackstone Energy Project,MA,2,,22,N,M,
2013,55212,ANP Blackstone Energy Project,MA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55212,ANP Blackstone Energy Project,MA,2,,22,N,M,
2015,55212,ANP Blackstone Energy Project,MA,2,,22,N,M,
2016,55212,ANP Blackstone Energy Project,MA,2,,22,N,M,
2017,55212,ANP Blackstone Energy Project,MA,2,,22,N,M,
2011,55215,Odessa Ector Generating Station,TX,2,NAICS-22 Non-Cogen,22,N,M,1135.2
2012,55215,Odessa Ector Generating Station,TX,2,,22,N,M,
2013,55215,Odessa Ector Generating Station,TX,2,NAICS-22 Non-Cogen,22,N,M,
2014,55215,Odessa Ector Generating Station,TX,2,,22,N,M,
2015,55215,Odessa Ector Generating Station,TX,2,,22,N,M,
2016,55215,Odessa Ector Generating Station,TX,2,,22,N,M,
2017,55215,Odessa-Ector Power Plant,TX,2,,22,N,M,
2011,55216,Morris Cogeneration LLC,IL,3,NAICS-22 Cogen,22,Y,M,179
2012,55216,Morris Cogeneration LLC,IL,3,,22,Y,M,
2013,55216,Morris Cogeneration LLC,IL,3,NAICS-22 Cogen,22,Y,M,
2014,55216,Morris Cogeneration LLC,IL,3,,22,Y,M,
2015,55216,Morris Cogeneration LLC,IL,3,,22,Y,M,
2016,55216,Morris Cogeneration LLC,IL,3,,22,Y,M,
2017,55216,Morris Cogeneration LLC,IL,3,,22,Y,M,
2011,55217,Los Medanos Energy Center,CA,3,NAICS-22 Cogen,22,Y,M,678.3
2012,55217,Los Medanos Energy Center,CA,3,,22,Y,M,
2013,55217,Los Medanos Energy Center,CA,3,NAICS-22 Cogen,22,Y,M,
2014,55217,Los Medanos Energy Center,CA,3,,22,Y,M,
2015,55217,Los Medanos Energy Center,CA,3,,22,Y,M,
2016,55217,Los Medanos Energy Center,CA,3,,22,Y,M,
2017,55217,Los Medanos Energy Center,CA,3,,22,Y,M,
2011,55218,Hinds Energy Facility,MS,2,NAICS-22 Non-Cogen,22,N,M,502
2012,55218,Hinds Energy Facility,MS,1,,22,N,M,
2013,55218,Hinds Energy Facility,MS,1,Electric Utility,22,N,M,
2014,55218,Hinds Energy Facility,MS,1,,22,N,M,
2015,55218,Hinds Energy Facility,MS,1,,22,N,M,
2016,55218,Hinds Energy Facility,MS,1,,22,N,M,
2017,55218,Hinds Energy Facility,MS,1,,22,N,M,
2011,55220,Attala,MS,1,Electric Utility,22,N,M,500
2012,55220,Attala,MS,1,,22,N,M,
2013,55220,Attala,MS,1,Electric Utility,22,N,M,
2014,55220,Attala,MS,1,,22,N,M,
2015,55220,Attala,MS,1,,22,N,M,
2016,55220,Attala,MS,1,,22,N,M,
2017,55220,Attala,MS,1,,22,N,M,
2011,55221,Harry L. Oswald,AR,1,Electric Utility,22,N,M,599.5
2012,55221,Harry L. Oswald,AR,1,,22,N,M,
2013,55221,Harry L. Oswald,AR,1,Electric Utility,22,N,M,
2014,55221,Harry L. Oswald,AR,1,,22,N,M,
2015,55221,Harry L. Oswald,AR,1,,22,N,M,
2016,55221,Harry L. Oswald,AR,1,,22,N,M,
2017,55221,Harry L. Oswald,AR,1,,22,N,A,
2011,55222,Lincoln Generating Facility,IL,2,NAICS-22 Non-Cogen,22,N,M,692
2012,55222,Lincoln Generating Facility,IL,2,,22,N,M,
2013,55222,Lincoln Generating Facility,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55222,Lincoln Generating Facility,IL,2,,22,N,M,
2015,55222,Lincoln Generating Facility,IL,2,,22,N,M,
2016,55222,Lincoln Generating Facility,IL,2,,22,N,M,
2017,55222,Lincoln Generating Facility,IL,2,,22,N,A,
2011,55223,Ennis Power Company LLC,TX,2,NAICS-22 Non-Cogen,22,N,M,418
2012,55223,Ennis Power Company LLC,TX,2,,22,N,M,
2013,55223,Ennis Power Company LLC,TX,2,NAICS-22 Non-Cogen,22,N,M,
2014,55223,Ennis Power Company LLC,TX,2,,22,N,M,
2015,55223,Ennis Power Company LLC,TX,2,,22,N,M,
2016,55223,Ennis Power Company LLC,TX,2,,22,N,M,
2017,55223,Ennis Power Company LLC,TX,2,,22,N,A,
2011,55224,Wheatland Generating Facility,IN,1,Electric Utility,22,N,M,540
2012,55224,Wheatland Generating Facility,IN,1,,22,N,M,
2013,55224,Wheatland Generating Facility,IN,1,Electric Utility,22,N,M,
2014,55224,Wheatland Generating Facility,IN,1,,22,N,M,
2015,55224,Wheatland Generating Facility,IN,1,,22,N,M,
2016,55224,Wheatland Generating Facility,IN,1,,22,N,M,
2017,55224,Wheatland Generating Facility,IN,1,,22,N,A,
2011,55225,Calpine Oneta Power LLC,OK,2,NAICS-22 Non-Cogen,22,N,M,1214
2012,55225,Oneta Energy Center,OK,2,,22,N,M,
2013,55225,Oneta Energy Center,OK,2,NAICS-22 Non-Cogen,22,N,M,
2014,55225,Oneta Energy Center,OK,2,,22,N,M,
2015,55225,Oneta Energy Center,OK,2,,22,N,M,
2016,55225,Oneta Energy Center,OK,2,,22,N,M,
2017,55225,Oneta Energy Center,OK,2,,22,N,M,
2011,55226,Freestone Power Generation LLC,TX,2,NAICS-22 Non-Cogen,22,N,M,1036
2012,55226,Freestone Energy Center,TX,2,,22,N,M,
2013,55226,Freestone Energy Center,TX,2,NAICS-22 Non-Cogen,22,N,M,
2014,55226,Freestone Energy Center,TX,2,,22,N,M,
2015,55226,Freestone Energy Center,TX,2,,22,N,M,
2016,55226,Freestone Energy Center,TX,2,,22,N,M,
2017,55226,Freestone Energy Center,TX,2,,22,N,M,
2011,55228,Greenville Electric Generating Station,OH,1,Electric Utility,22,N,M,236
2012,55228,Greenville Electric Generating Station,OH,1,,22,N,M,
2013,55228,Greenville Electric Generating Station,OH,1,Electric Utility,22,N,M,
2014,55228,Greenville Electric Generating Station,OH,1,,22,N,M,
2015,55228,Greenville Electric Generating Station,OH,1,,22,N,M,
2016,55228,Greenville Electric Generating Station,OH,1,,22,N,M,
2017,55228,Greenville Electric Generating Station,OH,1,,22,N,A,
2011,55229,Montpelier Electric Generating Station,IN,2,NAICS-22 Non-Cogen,22,N,M,236
2012,55229,Montpelier Electric Generating Station,IN,2,,22,N,M,
2013,55229,Montpelier Electric Generating Station,IN,2,NAICS-22 Non-Cogen,22,N,M,
2014,55229,Montpelier Electric Generating Station,IN,2,,22,N,M,
2015,55229,Montpelier Electric Generating Station,IN,2,,22,N,M,
2016,55229,Montpelier Electric Generating Station,IN,2,,22,N,M,
2017,55229,Montpelier Electric Generating Station,IN,2,,22,N,M,
2011,55230,Jack County,TX,1,Electric Utility,22,N,M,1280
2012,55230,Jack County,TX,1,,22,N,M,
2013,55230,Jack County,TX,1,Electric Utility,22,N,M,
2014,55230,Jack County,TX,1,,22,N,M,
2015,55230,Jack County,TX,1,,22,N,M,
2016,55230,Jack County,TX,1,,22,N,M,
2017,55230,Jack County,TX,1,,22,N,M,
2011,55231,Liberty Electric Power Plant,PA,2,NAICS-22 Non-Cogen,22,N,M,614
2012,55231,Liberty Electric Power Plant,PA,2,,22,N,M,
2013,55231,Liberty Electric Power Plant,PA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55231,Liberty Electric Power Plant,PA,2,,22,N,M,
2015,55231,Liberty Electric Power Plant,PA,2,,22,N,M,
2016,55231,Liberty Electric Power Plant,PA,2,,22,N,M,
2017,55231,Liberty Electric Power Plant,PA,2,,22,N,M,
2011,55232,Marshall Energy Facility,KY,1,Electric Utility,22,N,M,688
2012,55232,Marshall Energy Facility,KY,1,,22,N,M,
2013,55232,Marshall Energy Facility,KY,1,Electric Utility,22,N,M,
2014,55232,Marshall Energy Facility,KY,1,,22,N,M,
2015,55232,Marshall Energy Facility,KY,1,,22,N,M,
2016,55232,Marshall Energy Facility,KY,1,,22,N,M,
2017,55232,Marshall Energy Facility,KY,1,,22,N,M,
2011,55233,Handsome Lake Energy LLC,PA,2,NAICS-22 Non-Cogen,22,N,M,294.5
2012,55233,Handsome Lake Energy LLC,PA,2,,22,N,M,
2013,55233,Handsome Lake Energy LLC,PA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55233,Handsome Lake Energy LLC,PA,2,,22,N,M,
2015,55233,Handsome Lake Energy LLC,PA,2,,22,N,M,
2016,55233,Handsome Lake Energy LLC,PA,2,,22,N,M,
2017,55233,Handsome Lake Energy LLC,PA,2,,22,N,A,
2011,55234,Audrain Generating Station,MO,1,Electric Utility,22,N,M,814.4
2012,55234,Audrain Generating Station,MO,1,,22,N,M,
2013,55234,Audrain Generating Station,MO,1,Electric Utility,22,N,M,
2014,55234,Audrain Generating Station,MO,1,,22,N,M,
2015,55234,Audrain Generating Station,MO,1,,22,N,M,
2016,55234,Audrain Generating Station,MO,1,,22,N,M,
2017,55234,Audrain Generating Station,MO,1,,22,N,A,
2011,55236,Lee Energy Facility,IL,2,NAICS-22 Non-Cogen,22,N,M,814.4
2012,55236,Lee Energy Facility,IL,2,,22,N,M,
2013,55236,Lee Energy Facility,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55236,Lee Energy Facility,IL,2,,22,N,M,
2015,55236,Lee Energy Facility,IL,2,,22,N,M,
2016,55236,Lee Energy Facility,IL,2,,22,N,M,
2017,55236,Lee Energy Facility,IL,2,,22,N,A,
2011,55237,Energy Shelby County,IL,2,NAICS-22 Non-Cogen,22,N,M,483
2012,55237,Energy Shelby County,IL,2,,22,N,M,
2013,55237,Energy Shelby County,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55237,Energy Shelby County,IL,2,,22,N,M,
2015,55237,Energy Shelby County,IL,2,,22,N,M,
2016,55237,Energy Shelby County,IL,2,,22,N,M,
2017,55237,Energy Shelby County,IL,2,,22,N,A,
2011,55238,NRG Rockford I,IL,2,NAICS-22 Non-Cogen,22,N,M,316
2012,55238,NRG Rockford I,IL,2,,22,N,M,
2013,55238,NRG Rockford I,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55238,NRG Rockford I,IL,2,,22,N,M,
2015,55238,NRG Rockford I,IL,2,,22,N,M,
2016,55238,NRG Rockford I,IL,2,,22,N,M,
2017,55238,NRG Rockford I,IL,2,,22,N,A,
2011,55239,Red Oak Power LLC,NJ,2,NAICS-22 Non-Cogen,22,N,M,966
2012,55239,Red Oak Power LLC,NJ,2,,22,N,M,
2013,55239,Red Oak Power LLC,NJ,2,NAICS-22 Non-Cogen,22,N,M,
2014,55239,Red Oak Power LLC,NJ,2,,22,N,M,
2015,55239,Red Oak Power LLC,NJ,2,,22,N,M,
2016,55239,Red Oak Power LLC,NJ,2,,22,N,M,
2017,55239,Red Oak Power LLC,NJ,2,,22,N,M,
2011,55241,Hog Bayou Energy Center,AL,2,NAICS-22 Non-Cogen,22,N,M,280
2012,55241,Hog Bayou Energy Center,AL,2,,22,N,M,
2013,55241,Hog Bayou Energy Center,AL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55241,Hog Bayou Energy Center,AL,2,,22,N,M,
2015,55241,Hog Bayou Energy Center,AL,2,,22,N,M,
2016,55241,Hog Bayou Energy Center,AL,2,,22,N,M,
2017,55241,Hog Bayou Energy Center,AL,2,,22,N,A,
2011,55242,Santa Rosa Energy Center,FL,3,NAICS-22 Cogen,22,Y,M,274.5
2012,55242,Santa Rosa Energy Center,FL,3,,22,Y,M,
2013,55242,Santa Rosa Energy Center,FL,3,NAICS-22 Cogen,22,Y,M,
2014,55242,Santa Rosa Energy Center,FL,3,,22,Y,M,
2015,55242,Santa Rosa Energy Center,FL,3,,22,Y,M,
2016,55242,Santa Rosa Energy Center,FL,3,,22,Y,M,
2017,55242,Santa Rosa Energy Center,FL,3,,22,Y,A,
2011,55243,Astoria Gas Turbines,NY,2,NAICS-22 Non-Cogen,22,N,M,742.8
2012,55243,Astoria Gas Turbines,NY,2,,22,N,M,
2013,55243,Astoria Gas Turbines,NY,2,NAICS-22 Non-Cogen,22,N,M,
2014,55243,Astoria Gas Turbines,NY,2,,22,N,M,
2015,55243,Astoria Gas Turbines,NY,2,,22,N,M,
2016,55243,Astoria Gas Turbines,NY,2,,22,N,M,
2017,55243,Astoria Gas Turbines,NY,2,,22,N,A,
2011,55244,Doyle Generating Facility,GA,2,NAICS-22 Non-Cogen,22,N,M,409
2012,55244,Doyle Generating Facility,GA,2,,22,N,M,
2013,55244,Doyle Generating Facility,GA,2,NAICS-22 Non-Cogen,22,N,M,
2014,55244,Doyle Generating Facility,GA,2,,22,N,M,
2015,55244,Doyle Energy Facility,GA,1,,22,N,M,
2016,55244,Doyle Energy Facility,GA,1,,22,N,M,
2017,55244,Doyle Energy Facility,GA,1,,22,N,A,
2011,55245,Tuscola Station,IL,7,Industrial NAICS Cogen,325,Y,A,18
2012,55245,Tuscola Station,IL,7,,325,Y,A,
2013,55245,Tuscola Station,IL,7,Industrial NAICS Cogen,325,Y,A,
2014,55245,Tuscola Station,IL,7,,325,Y,A,
2015,55245,Tuscola Station,IL,7,,325,Y,A,
2016,55245,Tuscola Station,IL,7,,325,Y,A,
2017,55245,Tuscola Station,IL,7,,325,Y,A,
2011,55247,Darby Electric Generating Station,OH,1,Electric Utility,22,N,M,564
2012,55247,Darby Electric Generating Station,OH,1,,22,N,M,
2013,55247,Darby Electric Generating Station,OH,1,Electric Utility,22,N,M,
2014,55247,Darby Electric Generating Station,OH,2,,22,N,M,
2015,55247,Darby Electric Generating Station,OH,2,,22,N,M,
2016,55247,Darby Electric Generating Station,OH,2,,22,N,M,
2017,55247,"Darby Power, LLC",OH,2,,22,N,A,
2011,55248,Tait Electric Generating Station,OH,2,NAICS-22 Non-Cogen,22,N,M,376
2012,55248,Tait Electric Generating Station,OH,2,,22,N,M,
2013,55248,Tait Electric Generating Station,OH,2,NAICS-22 Non-Cogen,22,N,M,
2014,55248,Tait Electric Generating Station,OH,2,,22,N,M,
2015,55248,Tait Electric Generating Station,OH,2,,22,N,M,
2016,55248,Tait Electric Generating Station,OH,2,,22,N,M,
2017,55248,Tait Electric Generating Station,OH,2,,22,N,A,
2011,55250,University Park South,IL,2,NAICS-22 Non-Cogen,22,N,M,342
2012,55250,University Park South,IL,2,,22,N,M,
2013,55250,University Park South,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55250,University Park South,IL,2,,22,N,M,
2015,55250,University Park South,IL,2,,22,N,M,
2016,55250,University Park South,IL,2,,22,N,M,
2017,55250,University Park South,IL,2,,22,N,A,
2011,55251,Gleason Generating Facility,TN,1,Electric Utility,22,N,M,567.8
2012,55251,Gleason Generating Facility,TN,1,,22,N,M,
2013,55251,Gleason Generating Facility,TN,1,Electric Utility,22,N,M,
2014,55251,Gleason Generating Facility,TN,1,,22,N,M,
2015,55251,Gleason Generating Facility,TN,1,,22,N,M,
2016,55251,Gleason Generating Facility,TN,1,,22,N,M,
2017,55251,Gleason Generating Facility,TN,1,,22,N,A,
2011,55253,Crete Energy Venture LLC,IL,2,NAICS-22 Non-Cogen,22,N,M,356
2012,55253,Crete Energy Venture LLC,IL,2,,22,N,M,
2013,55253,Crete Energy Venture LLC,IL,2,NAICS-22 Non-Cogen,22,N,M,
2014,55253,Crete Energy Venture LLC,IL,2,,22,N,M,
2015,55253,Crete Energy Venture LLC,IL,2,,22,N,M,
2016,55253,Crete Energy Venture LLC,IL,2,,22,N,M,
2017,55253,Crete Energy Venture LLC,IL,2,,22,N,A,
2011,55257,Ina Road Water Pollution Control Fac,AZ,5,Commercial NAICS Cogen,22132,Y,A,4.2
2012,55257,Ina Road Water Pollution Control Fac,AZ,5,,22132,Y,A,
2013,55257,Ina Road Water Pollution Control Fac,AZ,4,Commercial NAICS Non-Cogen,22132,N,A,
2011,55259,Whiting Clean Energy,IN,3,NAICS-22 Cogen,22,Y,M,576.8
2012,55259,Whiting Clean Energy,IN,3,,22,Y,M,
2013,55259,Whiting Clean Energy,IN,3,NAICS-22 Cogen,22,Y,M,
2014,55259,Whiting Clean Energy,IN,3,,22,Y,M,
2015,55259,Whiting Clean Energy,IN,3,,22,Y,M,
2016,55259,Whiting Clean Energy,IN,3,,22,Y,M,
2017,55259,Whiting Clean Energy,IN,3,,22,Y,M,
2011,55262,Bowling Green Generating Station,OH,1,Electric Utility,22,N,A,49.5
2012,55262,Bowling Green Generating Station,OH,1,,22,N,A,
2013,55262,Bowling Green Generating Station,OH,1,Electric Utility,22,N,A,
2014,55262,Bowling Green Generating Station,OH,1,,22,N,A,
2015,55262,Bowling Green Generating Station,OH,1,,22,N,A,
2016,55262,Bowling Green Generating Station,OH,1,,22,N,A,
2017,55262,Bowling Green Generating Station,OH,1,,22,N,A,
2011,55263,Galion Generating Station,OH,1,Electric Utility,22,N,A,49.5
2012,55263,Galion Generating Station,OH,1,,22,N,A,
2013,55263,Galion Generating Station,OH,1,Electric Utility,22,N,A,
